frame_num,Nose_x,Nose_y,Neck_x,Neck_y,RShoulder_x,RShoulder_y,RElbow_x,RElbow_y,RWrist_x,RWrist_y,LShoulder_x,LShoulder_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y,RHip_x,RHip_y,RKnee_x,RKnee_y,RAnkle_x,RAnkle_y,LHip_x,LHip_y,LKnee_x,LKnee_y,LAnkle_x,LAnkle_y,REye_x,REye_y,LEye_x,LEye_y,REar_x,REar_y,LEar_x,LEar_y,action_gt_num
47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
50,,,0.4254742547425474,0.9310344827586208,0.6693766937669376,0.9310344827586208,,,,,0.1815718157181572,0.9310344827586208,,,,,,,,,,,,,,,,,,,,,0.5474254742547425,0.4137931034482759,0.1815718157181572,0.5019157088122606,0
51,,,0.4335106382978723,0.9198473282442748,0.7340425531914894,0.9198473282442748,,,,,0.19680851063829788,0.9198473282442748,,,,,,,,,,,,,,,,,,,,,0.5531914893617021,0.4045801526717557,0.19680851063829788,0.4045801526717557,0
52,,,0.4696569920844327,0.9266409266409268,0.7071240105540897,0.8416988416988417,,,,,0.1741424802110818,0.9266409266409268,,,,,,,,,,,,,,,,,,,,,0.5883905013192612,0.40540540540540543,0.2348284960422164,0.40540540540540543,0
53,,,0.4734042553191489,0.8634686346863468,0.7712765957446809,0.8634686346863468,,,,,0.17553191489361702,0.9446494464944648,,,,,,,,,,,,,,,,,,,,,0.5930851063829787,0.36531365313653136,0.23404255319148934,0.36531365313653136,0
54,,,0.5027624309392266,0.852112676056338,0.7513812154696132,0.7711267605633803,,,,,0.1298342541436464,0.852112676056338,,,,,,,,,,,,,,,,,,,,,0.56353591160221,0.29577464788732394,0.2541436464088398,0.3767605633802817,0
55,,,0.4696132596685083,0.7916666666666666,0.7790055248618785,0.7211538461538461,,,,,0.1574585635359116,0.7916666666666666,,,,,,,,,,,,,,,,,,,,,0.5911602209944752,0.28846153846153844,0.22099447513812154,0.35897435897435903,0
56,,,0.4628712871287129,0.7368421052631579,0.7400990099009901,0.6656346749226006,0.8514851485148515,0.9442724458204336,,,0.1831683168316832,0.7368421052631579,,,,,,,,,,,,,,,,,,,,,0.5173267326732673,0.2476780185758514,0.2400990099009901,0.3188854489164087,0
57,,,0.4256926952141058,0.6831395348837209,0.7078085642317379,0.6191860465116279,0.8790931989924433,0.9447674418604652,,,0.14357682619647355,0.6831395348837209,,,,,,,,,,,,,,,,,,,,,0.5390428211586902,0.2906976744186047,0.25692695214105793,0.2906976744186047,0
58,,,0.4704301075268818,0.6081081081081081,0.7715053763440859,0.5459459459459459,0.8924731182795699,0.9108108108108108,,,0.1693548387096774,0.6675675675675675,0.10752688172043012,0.9108108108108108,,,,,,,,,,,,,,,,,,,0.5913978494623656,0.2432432432432433,0.2903225806451613,0.2432432432432433,0
59,,,0.4764397905759162,0.5608465608465608,0.7696335078534031,0.5608465608465608,0.9476439790575916,0.9179894179894179,,,0.18324607329842926,0.6216931216931217,0.06544502617801047,0.9179894179894179,,,,,,,,,,,,,,,,,,,0.5942408376963351,0.2037037037037037,0.3010471204188482,0.2645502645502645,0
60,,,0.4776902887139108,0.5763157894736842,0.7139107611548556,0.5763157894736842,0.8897637795275591,0.9315789473684212,,,0.1837270341207349,0.5763157894736842,0.06561679790026248,0.9315789473684212,,,,,,,,,,,,,,,,,,,0.5380577427821522,0.22105263157894736,0.3018372703412073,0.22105263157894736,0
61,,,0.41361256544502617,0.5338541666666666,0.7068062827225131,0.5338541666666666,0.8821989528795812,0.9427083333333334,,,0.17801047120418848,0.5911458333333334,0.060209424083769635,0.9427083333333334,,,,,,,,,,,,,,,,,,,0.5314136125654451,0.2395833333333333,0.2958115183246073,0.2395833333333333,0
62,,,0.42744063324538256,0.5314136125654451,0.7229551451187335,0.5314136125654451,0.8997361477572561,0.9424083769633508,,,0.1899736147757256,0.5314136125654451,0.0712401055408971,0.9424083769633508,,,,,,,,,,,,,,,,,,,0.5461741424802111,0.2356020942408377,0.3087071240105541,0.2356020942408377,0
63,,,0.42318059299191374,0.5356200527704486,0.6630727762803235,0.5356200527704486,0.9056603773584906,0.949868073878628,,,0.18059299191374664,0.5356200527704486,0.05929919137466307,0.949868073878628,,,0.5444743935309974,0.949868073878628,,,,,,,,,,,,,,,0.5444743935309974,0.23746701846965695,0.3018867924528302,0.23746701846965695,0
64,,,0.4368131868131868,0.5390835579514824,0.6813186813186813,0.5390835579514824,0.9285714285714286,0.9622641509433962,,,0.18956043956043955,0.5390835579514824,0.0027472527472527475,0.9622641509433962,,,0.5604395604395604,0.9622641509433962,,,,,,,,,,,,,,,0.5604395604395604,0.2345013477088949,0.3131868131868132,0.1752021563342318,0
65,,,0.4318840579710145,0.5424657534246575,0.6898550724637681,0.5424657534246575,0.8869565217391304,0.9726027397260274,,,0.17101449275362318,0.4794520547945205,0.04057971014492753,0.9123287671232876,,,0.5623188405797102,0.9726027397260274,,,,,,,,,,,,,,,0.5623188405797102,0.2328767123287671,0.3014492753623189,0.1726027397260274,0
66,,,0.4268656716417911,0.4759358288770054,0.6925373134328359,0.4759358288770054,0.8955223880597015,0.8983957219251337,,,0.1582089552238806,0.4759358288770054,0.023880597014925373,0.8983957219251337,0.22388059701492535,0.9572192513368984,0.5611940298507463,0.9572192513368984,,,,,,,,,,,,,,,0.5611940298507463,0.17647058823529413,0.29253731343283584,0.17647058823529413,0
67,,,0.4179566563467492,0.4627659574468085,0.6934984520123839,0.4627659574468085,0.9040247678018576,0.9414893617021276,,,0.1393188854489164,0.4627659574468085,0.0,0.8829787234042553,,,,,,,,,,,,,,,,,,,0.5572755417956656,0.16489361702127658,0.2786377708978328,0.16489361702127658,0
68,,,0.4229508196721312,0.4673629242819843,0.7147540983606557,0.4673629242819843,0.8622950819672132,0.8798955613577023,,,0.1278688524590164,0.4673629242819843,0.052459016393442616,0.8198433420365535,0.2,0.762402088772846,,,,,,,0.2754098360655738,0.93733681462141,,,,,,,,,0.5704918032786885,0.17493472584856398,0.2754098360655738,0.17493472584856398,0
69,,,0.4178082191780822,0.4177215189873418,0.7226027397260274,0.4177215189873418,0.8767123287671232,0.8151898734177215,,,0.1095890410958904,0.4177215189873418,0.030821917808219176,0.7594936708860759,,,0.5719178082191779,0.9291139240506328,,,,,0.2636986301369863,0.9291139240506328,,,,,,,,,0.5719178082191779,0.18987341772151897,0.2636986301369863,0.18987341772151897,0
70,,,0.4028268551236749,0.4221105527638191,0.7173144876325088,0.4221105527638191,0.8763250883392226,0.7613065326633166,,,0.08480565371024736,0.4221105527638191,0.00353356890459364,0.7613065326633166,,,0.5618374558303887,0.9296482412060302,,,,,0.1625441696113074,0.9296482412060302,,,,,,,,,0.5618374558303887,0.13819095477386933,0.24381625441696114,0.13819095477386933,0
71,,,0.41544117647058826,0.3817733990147783,0.7426470588235294,0.3817733990147783,0.9080882352941176,0.7709359605911329,,,0.08455882352941177,0.3817733990147783,0.0,0.7142857142857143,0.0,0.9359605911330048,0.5808823529411765,0.9359605911330048,,,,,0.25,0.9359605911330048,,,,,,,,,0.5808823529411765,0.16009852216748768,0.25,0.16009852216748768,0
72,,,0.4132841328413284,0.3892944038929441,0.7416974169741697,0.3892944038929441,0.9077490774907748,0.7177615571776156,0.9077490774907748,0.9367396593673966,0.16236162361623616,0.3892944038929441,0.08118081180811808,0.6642335766423357,,,0.5793357933579336,0.9367396593673966,,,,,0.2472324723247233,0.9367396593673966,,,,,,,,,0.5793357933579336,0.170316301703163,0.2472324723247233,0.1167883211678832,0
73,,,0.4163568773234201,0.3405275779376499,0.6654275092936803,0.3405275779376499,0.9144981412639404,0.6642685851318945,0.8327137546468402,0.9328537170263788,0.16356877323420074,0.3405275779376499,0.08178438661710037,0.6642685851318945,,,0.5836431226765799,0.9328537170263788,,,,,0.24907063197026025,0.9328537170263788,,,,,,,,,0.5836431226765799,0.12470023980815348,0.24907063197026025,0.12470023980815348,0
74,,,0.4148148148148148,0.3498817966903073,0.662962962962963,0.3498817966903073,0.8296296296296296,0.6690307328605201,0.8296296296296296,0.8817966903073287,0.16296296296296298,0.3498817966903073,0.08148148148148149,0.6690307328605201,0.16296296296296298,0.7210401891252955,0.662962962962963,0.9338061465721039,,,,,0.2481481481481481,0.8817966903073287,,,,,,,,,0.5814814814814815,0.13711583924349882,0.2481481481481481,0.13711583924349882,0
75,,,0.4318181818181818,0.3491686460807601,0.6856060606060606,0.3491686460807601,0.8560606060606061,0.6152019002375297,0.8560606060606061,0.8289786223277908,0.17424242424242425,0.3491686460807601,0.09090909090909093,0.6152019002375297,0.17424242424242425,0.7220902612826603,0.6856060606060606,0.8836104513064132,,,,,0.26136363636363635,0.8836104513064132,,,,,,,,,0.6022727272727273,0.13539192399049882,0.26136363636363635,0.13539192399049882,0
76,,,0.42911877394636017,0.3498817966903073,0.6858237547892719,0.3498817966903073,0.8582375478927203,0.6146572104018913,0.8582375478927203,0.8274231678486997,0.1685823754789272,0.3498817966903073,0.0842911877394636,0.6146572104018913,0.1685823754789272,0.7210401891252955,0.6858237547892719,0.8817966903073287,,,,,0.2567049808429119,0.8817966903073287,,,,,,,,,0.6015325670498084,0.13711583924349882,0.2567049808429119,0.13711583924349882,0
77,,,0.42911877394636017,0.3498817966903073,0.6858237547892719,0.3498817966903073,0.8582375478927203,0.6146572104018913,0.8582375478927203,0.8274231678486997,0.1685823754789272,0.3498817966903073,0.0842911877394636,0.6146572104018913,0.1685823754789272,0.7210401891252955,0.6015325670498084,0.8817966903073287,,,,,0.2567049808429119,0.8817966903073287,,,,,,,,,0.6015325670498084,0.13711583924349882,0.2567049808429119,0.13711583924349882,0
78,,,0.4307692307692308,0.3467933491686461,0.6884615384615385,0.3467933491686461,0.8615384615384616,0.6128266033254157,0.8615384615384616,0.7743467933491687,0.16923076923076924,0.3467933491686461,0.08461538461538462,0.6128266033254157,0.2576923076923077,0.7197149643705463,0.6038461538461538,0.8266033254156769,,,,,0.2576923076923077,0.8266033254156769,,,,,,,,,0.6038461538461538,0.1330166270783848,0.2576923076923077,0.1330166270783848,0
79,,,0.4319066147859921,0.3467933491686461,0.6926070038910506,0.2921615201900237,0.867704280155642,0.6128266033254157,0.867704280155642,0.7743467933491687,0.16731517509727625,0.3467933491686461,0.08171206225680934,0.6128266033254157,0.16731517509727625,0.667458432304038,0.6070038910505836,0.8266033254156769,,,,,0.25680933852140075,0.8266033254156769,,,,,,,,,0.5175097276264592,0.1330166270783848,0.25680933852140075,0.1330166270783848,0
80,,,0.43200000000000005,0.2938388625592417,0.7,0.2938388625592417,0.88,0.5616113744075829,0.88,0.7748815165876777,0.16,0.2938388625592417,0.07200000000000001,0.5616113744075829,0.16,0.6682464454976303,0.612,0.8270142180094787,,,,,0.252,0.8270142180094787,,,,,,,,,0.52,0.13507109004739334,0.252,0.13507109004739334,0
81,,,0.4385245901639344,0.2971698113207547,0.7131147540983607,0.2971698113207547,0.8975409836065574,0.5636792452830188,0.8975409836065574,0.7759433962264151,0.1598360655737705,0.2971698113207547,0.06967213114754098,0.5636792452830188,0.1598360655737705,0.6698113207547169,0.6229508196721312,0.7759433962264151,,,,,0.2540983606557377,0.8278301886792453,,,,,,,,,0.5286885245901639,0.1391509433962264,0.2540983606557377,0.1391509433962264,0
82,,,0.4411764705882353,0.308584686774942,0.6302521008403361,0.308584686774942,0.9117647058823528,0.5707656612529002,0.9117647058823528,0.7262180974477959,0.15546218487394958,0.308584686774942,0.06302521008403361,0.5707656612529002,0.25210084033613445,0.6751740139211136,0.6302521008403361,0.7795823665893271,0.6302521008403361,0.9350348027842228,,,0.25210084033613445,0.7795823665893271,0.25210084033613445,0.9350348027842228,,,,,,,0.5336134453781513,0.1531322505800464,0.25210084033613445,0.1531322505800464,0
83,0.15789473684210525,0.11238532110091744,0.456140350877193,0.3188073394495413,0.6535087719298246,0.268348623853211,0.8464912280701754,0.5252293577981652,0.8464912280701754,0.731651376146789,0.15789473684210525,0.3188073394495413,0.06140350877192983,0.5779816513761468,0.15789473684210525,0.6811926605504587,0.6535087719298246,0.731651376146789,0.6535087719298246,0.9380733944954128,,,0.25877192982456143,0.7844036697247706,0.25877192982456143,0.9380733944954128,,,,,0.25877192982456143,0.11238532110091744,0.5526315789473685,0.1651376146788991,0.25877192982456143,0.11238532110091744,0
84,0.15454545454545454,0.12471655328798185,0.4636363636363636,0.2789115646258503,0.6681818181818182,0.2789115646258503,0.8681818181818182,0.5328798185941043,0.8681818181818182,0.6870748299319728,0.15454545454545454,0.2789115646258503,0.054545454545454536,0.5328798185941043,0.15454545454545454,0.6870748299319728,0.5636363636363636,0.7369614512471655,0.5636363636363636,0.9410430839002268,,,0.2590909090909091,0.7369614512471655,0.2590909090909091,0.9410430839002268,,,,,0.2590909090909091,0.12471655328798185,,,0.3590909090909091,0.12471655328798185,0
85,0.14691943127962084,0.1419068736141907,0.4691943127962086,0.2926829268292683,0.6824644549763034,0.2926829268292683,0.8909952606635071,0.541019955654102,0.8909952606635071,0.6917960088691796,0.14691943127962084,0.2926829268292683,0.04265402843601896,0.541019955654102,0.04265402843601896,0.6917960088691796,0.5734597156398105,0.6917960088691796,0.5734597156398105,0.9401330376940134,,,0.2559241706161137,0.6917960088691796,0.2559241706161137,0.9401330376940134,,,,,0.2559241706161137,0.09312638580931264,,,0.36018957345971564,0.1419068736141907,0
86,0.1477832512315271,0.1447661469933185,0.4827586206896552,0.2962138084632517,0.7044334975369458,0.2962138084632517,0.8128078817733991,0.4966592427616927,0.8128078817733991,0.6971046770601337,0.1477832512315271,0.2962138084632517,0.039408866995073885,0.4966592427616927,0.1477832512315271,0.5968819599109132,0.5911330049261084,0.6971046770601337,0.5911330049261084,0.9465478841870824,,,0.2610837438423645,0.6971046770601337,0.2610837438423645,0.9465478841870824,,,,,0.2610837438423645,0.0957683741648107,,,0.3694581280788177,0.1447661469933185,0
87,0.15816326530612246,0.1084070796460177,0.5051020408163265,0.2566371681415929,0.7346938775510204,0.2566371681415929,0.8469387755102041,0.4557522123893805,0.8469387755102041,0.6548672566371682,0.2755102040816326,0.2566371681415929,0.04591836734693878,0.5066371681415929,0.15816326530612246,0.6061946902654868,0.6173469387755102,0.6548672566371682,0.6173469387755102,0.9535398230088497,,,0.2755102040816326,0.6548672566371682,0.2755102040816326,0.9535398230088497,,,0.15816326530612246,0.1084070796460177,0.2755102040816326,0.1084070796460177,,,0.3877551020408163,0.1084070796460177,0
88,0.15508021390374332,0.10864745011086474,0.5187165775401069,0.2572062084257206,0.6363636363636364,0.2572062084257206,0.8770053475935828,0.4567627494456763,0.8770053475935828,0.6075388026607539,0.27807486631016043,0.2572062084257206,0.0374331550802139,0.5077605321507761,,,0.6363636363636364,0.6563192904656321,0.5187165775401069,0.9068736141906872,,,0.27807486631016043,0.6563192904656321,0.27807486631016043,0.9556541019955654,,,0.15508021390374332,0.10864745011086474,0.27807486631016043,0.10864745011086474,,,0.5187165775401069,0.10864745011086474,0
89,0.14367816091954022,0.1193058568329718,0.5344827586206896,0.2646420824295011,0.6609195402298851,0.2646420824295011,0.7931034482758621,0.4121475054229935,0.7931034482758621,0.6073752711496746,0.27586206896551724,0.2646420824295011,0.017241379310344827,0.5097613882863341,0.017241379310344827,0.4598698481561822,0.6609195402298851,0.6073752711496746,0.5344827586206896,0.8503253796095445,,,0.27586206896551724,0.6550976138828634,0.27586206896551724,0.9002169197396963,,,0.14367816091954022,0.06941431670281996,0.27586206896551724,0.06941431670281996,,,0.5344827586206896,0.1193058568329718,0
90,0.1569767441860465,0.12008733624454147,0.5523255813953488,0.2663755458515284,0.6802325581395349,0.2663755458515284,0.813953488372093,0.4148471615720524,0.813953488372093,0.6113537117903929,0.2906976744186047,0.2663755458515284,0.1569767441860465,0.46288209606986896,,,0.5523255813953488,0.6593886462882096,0.5523255813953488,0.8558951965065502,0.6802325581395349,0.9541484716157204,0.2906976744186047,0.6593886462882096,0.2906976744186047,0.906113537117904,0.813953488372093,0.9541484716157204,0.1569767441860465,0.06986899563318777,0.2906976744186047,0.06986899563318777,,,0.5523255813953488,0.12008733624454147,0
91,0.1746987951807229,0.12364425162689804,0.5843373493975904,0.2689804772234273,0.7168674698795181,0.2689804772234273,0.8554216867469879,0.4164859002169197,0.8554216867469879,0.6117136659436009,0.4457831325301205,0.2689804772234273,0.1746987951807229,0.4642082429501085,0.042168674698795185,0.4642082429501085,0.5843373493975904,0.6117136659436009,0.5843373493975904,0.806941431670282,0.7168674698795181,0.9522776572668112,0.3132530120481928,0.6594360086767896,0.3132530120481928,0.9045553145336226,0.8554216867469879,0.9522776572668112,0.1746987951807229,0.0737527114967462,0.3132530120481928,0.0737527114967462,,,0.5843373493975904,0.12364425162689804,0
92,0.34415584415584416,0.1225382932166302,0.48701298701298706,0.2691466083150985,0.6363636363636364,0.2691466083150985,0.9285714285714286,0.4660831509846827,0.9285714285714286,0.6148796498905909,0.48701298701298706,0.2691466083150985,0.34415584415584416,0.4660831509846827,0.05194805194805195,0.4660831509846827,0.6363636363636364,0.6148796498905909,0.6363636363636364,0.811816192560175,0.9285714285714286,0.9584245076586432,0.34415584415584416,0.6630196936542669,0.34415584415584416,0.9102844638949672,0.48701298701298706,0.9584245076586432,0.1948051948051948,0.07221006564551423,0.34415584415584416,0.07221006564551423,,,0.6363636363636364,0.1225382932166302,0
93,0.375,0.11648351648351647,0.5197368421052632,0.2637362637362637,0.6710526315789473,0.2637362637362637,0.2236842105263158,0.4131868131868132,0.8157894736842105,0.610989010989011,0.5197368421052632,0.2637362637362637,0.375,0.4615384615384616,0.07894736842105263,0.4615384615384616,0.6710526315789473,0.610989010989011,0.6710526315789473,0.8087912087912088,0.8157894736842105,0.956043956043956,0.5197368421052632,0.610989010989011,0.375,0.8571428571428571,0.5197368421052632,0.956043956043956,0.2236842105263158,0.06593406593406594,0.375,0.06593406593406594,,,0.6710526315789473,0.11648351648351647,0
94,0.4068965517241379,0.1076923076923077,0.5586206896551724,0.2549450549450549,0.7172413793103448,0.2549450549450549,,,0.2482758620689655,0.4043956043956044,0.5586206896551724,0.2549450549450549,0.4068965517241379,0.4527472527472528,0.09655172413793103,0.4527472527472528,0.7172413793103448,0.6021978021978022,0.7172413793103448,0.8,0.8689655172413793,0.9472527472527472,0.5586206896551724,0.6021978021978022,0.4068965517241379,0.8483516483516483,0.5586206896551724,0.9472527472527472,0.2482758620689655,0.057142857142857134,0.4068965517241379,0.057142857142857134,,,0.7172413793103448,0.1076923076923077,0
95,0.4178082191780822,0.10964912280701754,0.5684931506849316,0.2565789473684211,0.5684931506849316,0.2565789473684211,0.4178082191780822,0.4057017543859649,0.2602739726027397,0.4057017543859649,0.5684931506849316,0.2565789473684211,0.5684931506849316,0.4539473684210527,0.1095890410958904,0.5043859649122807,0.726027397260274,0.6030701754385965,0.726027397260274,0.8486842105263158,0.5684931506849316,0.9473684210526316,0.5684931506849316,0.6030701754385965,0.4178082191780822,0.8486842105263158,0.5684931506849316,0.9473684210526316,0.2602739726027397,0.10964912280701754,0.4178082191780822,0.10964912280701754,,,0.5684931506849316,0.10964912280701754,0
96,0.4357142857142857,0.10619469026548672,0.5928571428571429,0.25442477876106195,0.5928571428571429,0.20575221238938046,0.4357142857142857,0.40486725663716816,0.2714285714285714,0.5044247787610621,0.5928571428571429,0.25442477876106195,0.5928571428571429,0.4535398230088496,0.11428571428571427,0.5044247787610621,0.7571428571428571,0.6039823008849557,0.7571428571428571,0.8030973451327433,0.7571428571428571,0.9513274336283186,0.5928571428571429,0.6039823008849557,0.4357142857142857,0.8517699115044248,0.5928571428571429,0.9513274336283186,0.2714285714285714,0.10619469026548672,0.4357142857142857,0.10619469026548672,,,0.5928571428571429,0.10619469026548672,0
97,0.2426470588235294,0.11159737417943108,0.5735294117647058,0.2100656455142232,0.5735294117647058,0.2100656455142232,,,0.2426470588235294,0.4551422319474836,0.5735294117647058,0.2582056892778993,0.7426470588235294,0.4551422319474836,0.2426470588235294,0.5054704595185996,0.7426470588235294,0.6039387308533917,0.7426470588235294,0.8008752735229759,0.7426470588235294,0.9474835886214442,0.4117647058823529,0.6039387308533917,0.2426470588235294,0.849015317286652,0.5735294117647058,0.9474835886214442,0.2426470588235294,0.0612691466083151,0.4117647058823529,0.0612691466083151,,,0.5735294117647058,0.11159737417943108,0
98,0.2589928057553957,0.1076923076923077,0.5827338129496403,0.20659340659340655,0.5827338129496403,0.20659340659340655,,,0.2589928057553957,0.5032967032967033,0.5827338129496403,0.2549450549450549,0.7482014388489209,0.4043956043956044,0.2589928057553957,0.5032967032967033,0.7482014388489209,0.5516483516483517,0.7482014388489209,0.7494505494505495,0.7482014388489209,0.9472527472527472,0.4244604316546763,0.5516483516483517,0.10071942446043164,0.8,0.5827338129496403,0.9472527472527472,0.2589928057553957,0.057142857142857134,0.4244604316546763,0.057142857142857134,,,0.5827338129496403,0.1076923076923077,0
99,0.26277372262773724,0.11233480176211454,0.5912408759124088,0.21145374449339208,0.5912408759124088,0.21145374449339208,,,,,0.5912408759124088,0.21145374449339208,0.7591240875912408,0.4096916299559472,0.4306569343065693,0.5088105726872246,0.7591240875912408,0.5572687224669604,0.7591240875912408,0.7555066079295154,0.7591240875912408,0.9537444933920703,0.4306569343065693,0.5572687224669604,0.1021897810218978,0.7555066079295154,0.5912408759124088,0.9537444933920703,0.26277372262773724,0.06167400881057269,0.4306569343065693,0.06167400881057269,,,0.5912408759124088,0.11233480176211454,0
100,0.2916666666666667,0.11471861471861472,0.6041666666666666,0.21212121212121213,0.4513888888888889,0.21212121212121213,,,,,0.6041666666666666,0.21212121212121213,0.7638888888888888,0.4069264069264069,0.4513888888888889,0.5043290043290043,0.7638888888888888,0.5043290043290043,0.7638888888888888,0.7467532467532467,0.7638888888888888,0.9415584415584416,0.4513888888888889,0.5043290043290043,0.1388888888888889,0.7467532467532467,0.4513888888888889,0.9415584415584416,0.2916666666666667,0.06493506493506493,0.2916666666666667,0.06493506493506493,,,0.6041666666666666,0.11471861471861472,0
101,0.30612244897959184,0.11572052401746726,0.6122448979591837,0.21397379912663755,0.6122448979591837,0.16375545851528386,,,,,0.6122448979591837,0.21397379912663755,0.7687074829931972,0.4104803493449782,0.6122448979591837,0.5087336244541485,0.7687074829931972,0.5087336244541485,0.7687074829931972,0.7532751091703057,0.7687074829931972,0.9497816593886464,0.4625850340136055,0.5087336244541485,0.1564625850340136,0.7052401746724891,0.4625850340136055,0.9017467248908296,0.1564625850340136,0.06550218340611354,0.30612244897959184,0.06550218340611354,,,0.6122448979591837,0.06550218340611354,0
102,0.3087248322147651,0.12147505422993493,0.610738255033557,0.21908893709327548,0.4630872483221477,0.16919739696312364,,,,,0.610738255033557,0.21908893709327548,0.7651006711409396,0.3644251626898048,0.610738255033557,0.5119305856832972,0.7651006711409396,0.5119305856832972,0.7651006711409396,0.7071583514099783,0.7651006711409396,0.9501084598698482,0.4630872483221477,0.5119305856832972,0.006711409395973154,0.6572668112798264,0.4630872483221477,0.9023861171366594,0.1610738255033557,0.07158351409978309,0.3087248322147651,0.07158351409978309,,,0.4630872483221477,0.07158351409978309,0
