frame_num,Nose_x,Nose_y,Neck_x,Neck_y,RShoulder_x,RShoulder_y,RElbow_x,RElbow_y,RWrist_x,RWrist_y,LShoulder_x,LShoulder_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y,RHip_x,RHip_y,RKnee_x,RKnee_y,RAnkle_x,RAnkle_y,LHip_x,LHip_y,LKnee_x,LKnee_y,LAnkle_x,LAnkle_y,REye_x,REye_y,LEye_x,LEye_y,REar_x,REar_y,LEar_x,LEar_y,action_gt_num
33,,,0.4120734908136483,0.6591549295774648,0.7637795275590551,0.7239436619718309,,,,,0.11548556430446195,0.5971830985915493,,,,,,,,,,,,,,,,,,,0.2335958005249344,0.2788732394366197,,,0.29396325459317585,0.2788732394366197,0
34,0.16216216216216214,0.31486880466472306,0.40540540540540543,0.577259475218659,0.7675675675675676,0.641399416909621,,,,,0.1,0.577259475218659,,,,,,,,,,,,,,,,,,,0.16216216216216214,0.2478134110787172,,,0.28378378378378377,0.2478134110787172,0
35,0.14025974025974025,0.3421828908554572,0.3740259740259741,0.6076696165191741,0.7220779220779221,0.6725663716814161,0.8389610389610389,0.9380530973451328,,,0.08051948051948052,0.5398230088495575,,,,,,,,,,,,,,,,,,,0.14025974025974025,0.2743362831858407,,,0.2571428571428571,0.2743362831858407,0
36,0.13262599469496025,0.2926829268292683,0.3713527851458886,0.5670731707317073,0.7267904509283821,0.5670731707317073,0.8461538461538461,0.9085365853658536,,,0.07161803713527852,0.4969512195121951,0.013262599469496022,0.4298780487804878,0.13262599469496025,0.3597560975609756,,,,,,,,,,,,,,,0.13262599469496025,0.2225609756097561,,,0.2519893899204244,0.2225609756097561,0
37,0.12432432432432433,0.30368098159509205,0.3675675675675676,0.50920245398773,0.6702702702702703,0.5797546012269938,0.8513513513513513,0.9233128834355828,,,0.062162162162162166,0.50920245398773,0.0027027027027027033,0.44171779141104295,0.1837837837837838,0.30368098159509205,,,,,,,,,,,,,,,0.12432432432432433,0.2331288343558282,,,0.1837837837837838,0.2331288343558282,0
38,0.1361111111111111,0.32142857142857145,0.3861111111111111,0.5208333333333334,0.6972222222222222,0.5892857142857143,0.8833333333333333,0.9226190476190476,,,0.07222222222222223,0.4553571428571429,0.011111111111111113,0.3869047619047619,0.07222222222222223,0.32142857142857145,,,,,,,,,,,,,,,0.07222222222222223,0.2529761904761905,,,0.19722222222222224,0.1875,0
39,0.16138328530259366,0.3538011695906433,0.35446685878962536,0.5497076023391813,0.6801152737752162,0.5497076023391813,0.8731988472622478,0.9444444444444444,,,0.09510086455331412,0.4853801169590643,0.031700288184438034,0.4853801169590643,0.09510086455331412,0.3538011695906433,,,,,,,,,,,,,,,0.09510086455331412,0.2865497076023392,,,0.22478386167146971,0.2222222222222222,0
40,0.08985507246376813,0.2790697674418605,0.3507246376811594,0.5406976744186046,0.6782608695652174,0.5406976744186046,0.8724637681159421,0.9331395348837208,,,0.08985507246376813,0.4767441860465117,0.026086956521739132,0.40988372093023256,0.08985507246376813,0.34593023255813954,,,,,,,,,,,,,,,0.08985507246376813,0.2790697674418605,,,0.1565217391304348,0.21511627906976746,0
41,0.10850439882697947,0.27988338192419826,0.3724340175953079,0.4781341107871721,0.7038123167155426,0.5422740524781341,0.9002932551319648,0.9358600583090378,,,0.10850439882697947,0.4781341107871721,0.04398826979472141,0.4110787172011662,0.10850439882697947,0.27988338192419826,0.5718475073313783,0.9358600583090378,,,,,,,,,,,,,0.10850439882697947,0.27988338192419826,,,0.17595307917888564,0.21574344023323616,0
42,,,0.3816568047337278,0.4853801169590643,0.6479289940828402,0.4853801169590643,0.8461538461538461,0.9444444444444444,,,0.1153846153846154,0.4853801169590643,,,0.1153846153846154,0.2865497076023392,,,,,,,,,,,,,,,0.1153846153846154,0.2222222222222222,,,0.1834319526627219,0.2222222222222222,0
43,0.13291139240506328,0.3103448275862069,0.34810126582278483,0.4396551724137931,0.7025316455696202,0.5057471264367817,0.9145569620253164,0.956896551724138,,,0.13291139240506328,0.4396551724137931,,,0.06329113924050632,0.2471264367816092,,,,,,,,,,,,,,,0.13291139240506328,0.2471264367816092,,,0.2056962025316456,0.1810344827586207,0
44,,,0.3790849673202614,0.4431486880466473,0.673202614379085,0.4431486880466473,0.8921568627450981,0.9037900874635568,,,0.08496732026143791,0.3790087463556852,0.013071895424836602,0.2478134110787172,0.08496732026143791,0.2478134110787172,0.5261437908496732,0.967930029154519,,,,,,,,,,,,,0.08496732026143791,0.18075801749271134,0.4509803921568628,0.18075801749271134,0.1568627450980392,0.18075801749271134,0
45,,,0.4,0.3760445682451253,0.7050847457627119,0.4373259052924791,0.9322033898305084,0.8774373259052924,0.8576271186440678,0.9387186629526464,0.09491525423728814,0.3760445682451253,0.020338983050847456,0.1866295264623956,0.020338983050847456,0.12534818941504178,0.5525423728813559,0.9387186629526464,,,,,0.1694915254237288,0.9387186629526464,,,,,,,,,0.4,0.1866295264623956,0.1694915254237288,0.1866295264623956,0
46,,,0.4394463667820069,0.38186813186813184,0.7508650519031141,0.38186813186813184,0.9065743944636678,0.8131868131868132,0.4394463667820069,0.07142857142857142,0.12802768166089964,0.31868131868131866,0.051903114186851215,0.19505494505494506,0.3598615916955017,0.01098901098901099,0.5155709342560554,0.9368131868131868,,,,,0.12802768166089964,0.9368131868131868,,,,,,,,,0.4394463667820069,0.1346153846153846,0.2041522491349481,0.19505494505494506,0
47,,,0.3917525773195876,0.3288409703504043,0.7010309278350515,0.3288409703504043,0.8556701030927835,0.7547169811320755,0.7800687285223368,0.7547169811320755,0.16151202749140894,0.3288409703504043,0.0859106529209622,0.2075471698113208,0.0859106529209622,0.14824797843665768,0.5463917525773195,0.935309973045822,,,,,0.16151202749140894,0.935309973045822,,,,,,,,,0.4707903780068728,0.14824797843665768,0.2371134020618557,0.14824797843665768,0
48,,,0.4169611307420495,0.35356200527704484,0.7349823321554771,0.35356200527704484,0.8939929328621908,0.7704485488126649,,,0.1802120141342756,0.2955145118733509,0.10247349823321557,0.17678100263852242,0.10247349823321557,0.11609498680738785,0.4982332155477032,0.9472295514511874,,,,,0.10247349823321557,0.9472295514511874,,,,,,,,,0.4982332155477032,0.11609498680738785,0.1802120141342756,0.17678100263852242,0
49,,,0.4408602150537633,0.3038961038961039,0.7634408602150538,0.36103896103896105,0.9247311827956988,0.7714285714285715,,,0.2007168458781362,0.3038961038961039,0.12186379928315412,0.18701298701298705,0.12186379928315412,0.12727272727272726,0.5232974910394266,0.9454545454545454,,,,,0.12186379928315412,0.9454545454545454,,,,,,,,,0.5232974910394266,0.12727272727272726,0.2007168458781362,0.18701298701298705,0
50,,,0.4558823529411765,0.3182957393483709,0.7058823529411765,0.3734335839598997,0.8713235294117647,0.7117794486215538,,,0.20955882352941174,0.3182957393483709,0.04411764705882353,0.20551378446115287,0.12867647058823528,0.14786967418546365,0.5404411764705882,0.93734335839599,,,,,0.12867647058823528,0.93734335839599,,,,,,,,,0.5404411764705882,0.14786967418546365,0.20955882352941174,0.14786967418546365,0
51,,,0.4795539033457249,0.32839506172839505,0.7323420074349443,0.382716049382716,0.8996282527881041,0.7160493827160493,,,0.14869888475836432,0.32839506172839505,0.06319702602230483,0.21728395061728395,0.14869888475836432,0.16049382716049382,0.4795539033457249,0.9382716049382716,,,,,0.14869888475836432,0.8839506172839506,,,,,,,,,0.5650557620817844,0.16049382716049382,0.2304832713754647,0.16049382716049382,0
52,,,0.40671641791044777,0.3267813267813268,0.7425373134328358,0.3267813267813268,0.8246268656716418,0.6584766584766585,0.9104477611940298,0.7125307125307125,0.15671641791044774,0.2702702702702703,0.0708955223880597,0.21621621621621626,0.3208955223880597,0.1597051597051597,0.4888059701492538,0.9336609336609336,,,,,0.15671641791044774,0.8230958230958231,,,,,,,,,0.4888059701492538,0.1597051597051597,0.2388059701492537,0.1597051597051597,0
53,,,0.43018867924528303,0.3284313725490196,0.6830188679245283,0.3284313725490196,0.8528301886792453,0.6593137254901961,0.8528301886792453,0.7132352941176471,0.17735849056603772,0.2720588235294117,0.007547169811320755,0.2720588235294117,0.17735849056603772,0.2181372549019608,0.5132075471698113,0.9338235294117648,,,,,0.17735849056603772,0.8799019607843137,,,,,,,,,0.5132075471698113,0.16176470588235295,0.26037735849056604,0.16176470588235295,0
54,,,0.4583333333333333,0.3309002433090024,0.7121212121212122,0.3309002433090024,0.7992424242424242,0.6593673965936739,0.8825757575757576,0.7128953771289538,0.11742424242424244,0.2749391727493917,0.03409090909090909,0.2749391727493917,0.20454545454545456,0.22141119221411196,0.5416666666666666,0.9318734793187348,,,,,0.20454545454545456,0.8783454987834549,,,,,,,,,0.5416666666666666,0.1119221411192214,0.2878787878787879,0.1119221411192214,0
55,,,0.4864864864864865,0.3381995133819951,0.7451737451737451,0.3381995133819951,0.8339768339768341,0.6666666666666666,,,0.138996138996139,0.3381995133819951,,,,,0.5714285714285714,0.9391727493917276,,,,,0.2277992277992278,0.8856447688564477,,,,,,,,,0.5714285714285714,0.1192214111922141,0.3127413127413127,0.1192214111922141,0
56,,,0.5097276264591439,0.34299516908212563,0.7704280155642024,0.34299516908212563,0.8599221789883269,0.6690821256038647,,,0.15953307392996108,0.28743961352657005,,,,,0.5953307392996109,0.9396135265700484,,,,,0.2490272373540856,0.8864734299516909,,,,,,,,,0.5953307392996109,0.12560386473429952,0.3346303501945525,0.12560386473429952,0
57,,,0.44,0.3522458628841608,0.7120000000000001,0.3522458628841608,0.8,0.6713947990543735,0.98,0.7234042553191491,0.172,0.2978723404255319,,,,,0.532,0.8841607565011821,,,,,0.264,0.8297872340425532,,,,,,,,,0.62,0.13947990543735225,0.35200000000000004,0.13947990543735225,0
58,,,0.4435483870967742,0.3021077283372365,0.717741935483871,0.3559718969555035,0.8064516129032258,0.6182669789227166,0.9879032258064516,0.7236533957845434,0.17338709677419356,0.3021077283372365,,,0.17338709677419356,0.4613583138173302,0.5362903225806451,0.8290398126463701,,,,,0.2661290322580645,0.8290398126463701,,,,,,,,,0.625,0.1451990632318501,0.3548387096774194,0.1451990632318501,0
59,,,0.4493927125506073,0.315668202764977,0.7246963562753036,0.315668202764977,0.8137651821862348,0.6267281105990783,0.9068825910931174,0.6267281105990783,0.17813765182186234,0.315668202764977,,,0.17813765182186234,0.4723502304147466,0.5425101214574899,0.783410138248848,0.5425101214574899,0.9377880184331796,,,0.2712550607287449,0.783410138248848,,,,,,,,,0.631578947368421,0.16129032258064516,0.3603238866396761,0.10829493087557604,0
60,,,0.4678111587982833,0.3257918552036199,0.759656652360515,0.3257918552036199,0.759656652360515,0.581447963800905,0.9527896995708156,0.6312217194570136,0.1802575107296137,0.2760180995475113,,,0.27896995708154504,0.5294117647058824,0.5665236051502146,0.7850678733031674,,,,,0.27896995708154504,0.7850678733031674,0.27896995708154504,0.9366515837104072,,,,,,,0.6609442060085837,0.12217194570135745,0.37339055793991416,0.12217194570135745,0
61,,,0.4805194805194805,0.2825112107623318,0.7748917748917749,0.33183856502242154,0.7748917748917749,0.5852017937219731,0.9696969696969696,0.6345291479820628,0.19047619047619047,0.2825112107623318,,,,,0.5800865800865801,0.7869955156950673,0.5800865800865801,0.937219730941704,,,0.29004329004329005,0.7869955156950673,0.29004329004329005,0.937219730941704,,,,,,,0.6753246753246753,0.13004484304932734,0.3852813852813853,0.13004484304932734,0
62,,,0.4798206278026906,0.29359823399558505,0.6816143497757847,0.29359823399558505,0.7847533632286996,0.5408388520971302,0.9865470852017936,0.5916114790286976,0.17937219730941706,0.29359823399558505,,,0.17937219730941706,0.6401766004415012,0.5829596412556054,0.739514348785872,0.5829596412556054,0.9381898454746136,,,0.2825112107623318,0.739514348785872,0.2825112107623318,0.9381898454746136,,,,,,,0.6816143497757847,0.1434878587196468,0.3811659192825112,0.09492273730684328,0
63,,,0.4605263157894737,0.30196936542669583,0.6578947368421053,0.30196936542669583,0.7587719298245614,0.5470459518599562,0.8552631578947368,0.5470459518599562,0.16666666666666666,0.30196936542669583,,,0.16666666666666666,0.6455142231947484,0.5614035087719298,0.7439824945295405,0.5614035087719298,0.9409190371991248,,,0.2675438596491228,0.7439824945295405,0.2675438596491228,0.9409190371991248,,,,,,,0.5614035087719298,0.1050328227571116,0.2675438596491228,0.1050328227571116,0
64,,,0.3972602739726027,0.3054945054945055,0.7031963470319634,0.3054945054945055,0.8082191780821918,0.5516483516483517,0.9086757990867579,0.5516483516483517,0.09132420091324199,0.3054945054945055,,,,,0.6027397260273972,0.7494505494505495,0.6027397260273972,0.9472527472527472,,,0.2968036529680365,0.701098901098901,0.1917808219178082,0.9472527472527472,,,,,,,0.6027397260273972,0.1076923076923077,0.2968036529680365,0.1076923076923077,0
65,,,0.4260089686098655,0.3063457330415755,0.726457399103139,0.3063457330415755,0.8295964125560538,0.5032822757111597,0.9282511210762332,0.5514223194748359,0.12556053811659193,0.3063457330415755,0.022421524663677132,0.5032822757111597,0.022421524663677132,0.649890590809628,0.6278026905829597,0.700218818380744,0.6278026905829597,0.9452954048140044,,,0.2242152466367713,0.700218818380744,0.2242152466367713,0.9452954048140044,,,,,,,0.6278026905829597,0.10940919037199123,0.3273542600896861,0.10940919037199123,0
66,,,0.4372294372294373,0.3048245614035088,0.7272727272727273,0.3048245614035088,0.8268398268398268,0.5021929824561403,0.9220779220779219,0.5021929824561403,0.1471861471861472,0.3048245614035088,0.047619047619047616,0.5021929824561403,0.047619047619047616,0.6008771929824561,0.6320346320346321,0.6995614035087719,0.6320346320346321,0.9451754385964912,,,0.24242424242424246,0.6995614035087719,0.24242424242424246,0.9451754385964912,,,,,,,0.6320346320346321,0.1074561403508772,0.341991341991342,0.1074561403508772,0
67,,,0.4533898305084746,0.3026315789473684,0.7372881355932204,0.3026315789473684,0.8347457627118644,0.5,0.9279661016949152,0.5,0.1694915254237288,0.3026315789473684,0.07203389830508475,0.5,,,0.6440677966101694,0.6973684210526315,0.6440677966101694,0.9429824561403508,,,0.2627118644067797,0.6973684210526315,0.1694915254237288,0.9429824561403508,,,,,,,0.5466101694915254,0.10526315789473684,0.3601694915254237,0.10526315789473684,0
68,,,0.451219512195122,0.2937219730941704,0.6341463414634146,0.24215246636771304,0.7235772357723578,0.4955156950672646,0.8170731707317073,0.4955156950672646,0.17886178861788618,0.2937219730941704,0.08536585365853659,0.4955156950672646,,,0.6341463414634146,0.6973094170403588,0.540650406504065,0.9484304932735426,,,0.2682926829268293,0.6973094170403588,0.17886178861788618,0.899103139013453,,,,,,,0.540650406504065,0.09192825112107623,0.2682926829268293,0.09192825112107623,0
69,,,0.458498023715415,0.2404494382022472,0.6363636363636364,0.2404494382022472,0.7233201581027668,0.4943820224719101,0.9011857707509882,0.4426966292134831,0.19367588932806326,0.2404494382022472,0.10276679841897234,0.4426966292134831,0.015810276679841896,0.5955056179775281,0.5454545454545454,0.6966292134831461,0.5454545454545454,0.9483146067415732,,,0.2806324110671937,0.6966292134831461,0.19367588932806326,0.8988764044943821,,,,,,,0.5454545454545454,0.0898876404494382,0.2806324110671937,0.0898876404494382,0
70,,,0.463035019455253,0.2404494382022472,0.6381322957198443,0.2404494382022472,0.7237354085603113,0.4943820224719101,0.8988326848249028,0.4426966292134831,0.20233463035019456,0.2404494382022472,0.11284046692607005,0.4426966292134831,0.027237354085603117,0.5955056179775281,0.5486381322957199,0.6449438202247191,0.5486381322957199,0.9483146067415732,,,0.28793774319066145,0.6449438202247191,0.20233463035019456,0.9483146067415732,,,,,,,0.5486381322957199,0.0898876404494382,0.28793774319066145,0.0898876404494382,0
71,,,0.396078431372549,0.25055432372505543,0.6588235294117647,0.25055432372505543,0.7450980392156863,0.4501108647450111,0.9215686274509804,0.4501108647450111,0.2196078431372549,0.25055432372505543,0.12941176470588234,0.4501108647450111,,,0.5686274509803921,0.6496674057649667,0.4823529411764706,0.9490022172949002,,,0.3058823529411765,0.6496674057649667,0.2196078431372549,0.9002217294900222,,,,,,,0.5686274509803921,0.10199556541019957,0.3058823529411765,0.10199556541019957,0
72,,,0.4232365145228216,0.25055432372505543,0.7012448132780082,0.25055432372505543,0.7925311203319502,0.4501108647450111,0.8879668049792531,0.4501108647450111,0.2365145228215768,0.25055432372505543,0.14107883817427386,0.4501108647450111,,,0.6058091286307054,0.6496674057649667,0.5145228215767634,0.9002217294900222,,,0.2365145228215768,0.6496674057649667,0.2365145228215768,0.8492239467849224,,,,,,,0.5145228215767634,0.10199556541019957,0.3278008298755187,0.10199556541019957,0
73,,,0.42,0.25221238938053103,0.596,0.25221238938053103,0.688,0.4513274336283186,0.868,0.4026548672566372,0.14800000000000002,0.25221238938053103,0.06,0.4513274336283186,,,0.508,0.6504424778761062,0.508,0.8495575221238938,,,0.24,0.6017699115044248,0.24,0.8495575221238938,,,,,,,0.508,0.10398230088495576,0.32799999999999996,0.10398230088495576,0
74,,,0.4238683127572017,0.26258205689277897,0.6049382716049383,0.26258205689277897,0.6995884773662552,0.4595185995623632,0.8847736625514403,0.4113785557986871,0.1440329218106996,0.26258205689277897,0.05349794238683128,0.4595185995623632,,,0.51440329218107,0.6083150984682714,0.51440329218107,0.8533916849015317,,,0.2386831275720165,0.6083150984682714,0.2386831275720165,0.8533916849015317,0.1440329218106996,0.9518599562363238,,,,,0.51440329218107,0.11597374179431072,0.3292181069958848,0.11597374179431072,0
75,,,0.4353448275862069,0.2291220556745182,0.625,0.2291220556745182,0.7241379310344828,0.4218415417558887,0.918103448275862,0.4218415417558887,0.14224137931034486,0.2291220556745182,0.047413793103448267,0.4218415417558887,0.047413793103448267,0.5182012847965739,0.5301724137931034,0.6145610278372591,0.5301724137931034,0.854389721627409,,,0.2413793103448276,0.6145610278372591,0.2413793103448276,0.854389721627409,,,,,,,0.5301724137931034,0.0835117773019272,0.3362068965517241,0.0835117773019272,0
76,,,0.4177777777777778,0.23617021276595745,0.6133333333333333,0.23617021276595745,0.7155555555555555,0.4276595744680851,0.9155555555555556,0.4276595744680851,0.11555555555555555,0.23617021276595745,0.017777777777777778,0.4276595744680851,0.017777777777777778,0.5234042553191489,0.5155555555555555,0.5702127659574469,0.5155555555555555,0.8106382978723404,0.5155555555555555,0.9531914893617022,0.21777777777777774,0.5702127659574469,0.21777777777777774,0.8106382978723404,0.21777777777777774,0.9531914893617022,,,,,0.5155555555555555,0.09148936170212764,0.31555555555555553,0.09148936170212764,0
77,,,0.4125560538116592,0.23829787234042554,0.6098654708520179,0.23829787234042554,0.7130044843049327,0.4297872340425532,0.9147982062780268,0.3808510638297872,0.10762331838565024,0.23829787234042554,0.008968609865470852,0.4297872340425532,0.008968609865470852,0.5255319148936171,0.5112107623318386,0.5723404255319149,0.4125560538116592,0.7638297872340426,0.4125560538116592,0.9553191489361702,0.21076233183856505,0.5723404255319149,0.21076233183856505,0.8127659574468085,0.21076233183856505,0.9553191489361702,,,,,0.5112107623318386,0.09361702127659574,0.21076233183856505,0.09361702127659574,0
78,,,0.4125560538116592,0.23829787234042554,0.6098654708520179,0.23829787234042554,0.7130044843049327,0.4297872340425532,0.9147982062780268,0.3808510638297872,0.10762331838565024,0.23829787234042554,0.008968609865470852,0.3808510638297872,0.10762331838565024,0.4765957446808511,0.5112107623318386,0.5723404255319149,0.4125560538116592,0.7638297872340426,0.4125560538116592,0.9553191489361702,0.21076233183856505,0.5723404255319149,0.21076233183856505,0.8127659574468085,0.21076233183856505,0.9553191489361702,,,,,0.5112107623318386,0.09361702127659574,0.21076233183856505,0.09361702127659574,0
79,,,0.4080717488789238,0.2399150743099788,0.6053811659192825,0.2399150743099788,0.6053811659192825,0.4309978768577495,0.8071748878923767,0.3821656050955414,0.1031390134529148,0.2399150743099788,0.004484304932735426,0.3821656050955414,0.1031390134529148,0.4777070063694268,0.5067264573991032,0.5732484076433121,0.4080717488789238,0.7643312101910829,0.4080717488789238,0.9554140127388536,0.2062780269058296,0.5732484076433121,0.2062780269058296,0.8131634819532909,0.2062780269058296,0.9554140127388536,,,,,0.5067264573991032,0.09554140127388536,0.2062780269058296,0.09554140127388536,0
80,,,0.2954545454545455,0.23829787234042554,0.6,0.23829787234042554,0.6,0.4297872340425532,0.8045454545454546,0.3808510638297872,0.09090909090909093,0.23829787234042554,,,0.19545454545454544,0.4297872340425532,0.5,0.5723404255319149,0.4,0.7638297872340426,0.4,0.9085106382978724,0.19545454545454544,0.5723404255319149,0.19545454545454544,0.8127659574468085,0.19545454545454544,0.9553191489361702,,,,,0.5,0.09361702127659574,0.2954545454545455,0.09361702127659574,0
81,,,0.28837209302325584,0.232409381663113,0.6,0.232409381663113,0.6,0.4243070362473347,0.8093023255813954,0.4243070362473347,0.07906976744186046,0.232409381663113,,,0.18604651162790695,0.3752665245202559,0.4976744186046512,0.5671641791044776,0.3953488372093023,0.7590618336886994,0.3953488372093023,0.9040511727078892,0.18604651162790695,0.5671641791044776,0.18604651162790695,0.8081023454157783,0.18604651162790695,0.9509594882729212,,,,,0.4976744186046512,0.08742004264392324,0.28837209302325584,0.08742004264392324,0
82,,,0.28773584905660377,0.2307692307692308,0.5,0.2307692307692308,0.6037735849056604,0.4230769230769231,0.8160377358490566,0.4230769230769231,0.07547169811320754,0.2307692307692308,,,0.18396226415094336,0.373931623931624,0.3962264150943397,0.5662393162393162,0.3962264150943397,0.7585470085470085,0.3962264150943397,0.8547008547008547,0.18396226415094336,0.5662393162393162,0.18396226415094336,0.7585470085470085,0.18396226415094336,0.9508547008547008,,,,,0.5,0.08547008547008547,0.28773584905660377,0.08547008547008547,0
83,,,0.2796208530805687,0.23010752688172045,0.4928909952606635,0.23010752688172045,0.5971563981042654,0.4236559139784946,0.8104265402843602,0.4236559139784946,0.06635071090047394,0.23010752688172045,,,0.17535545023696686,0.3741935483870968,0.3886255924170616,0.567741935483871,0.3886255924170616,0.7139784946236559,0.3886255924170616,0.8580645161290322,0.17535545023696686,0.5204301075268817,0.17535545023696686,0.7612903225806451,0.17535545023696686,0.9548387096774194,,,,,0.4928909952606635,0.08387096774193549,0.2796208530805687,0.08387096774193549,0
84,,,0.3779904306220096,0.2299349240780911,0.4832535885167464,0.2299349240780911,0.5885167464114832,0.4251626898047722,0.8038277511961722,0.4251626898047722,0.05263157894736842,0.2299349240780911,0.05263157894736842,0.3752711496746204,0.16267942583732056,0.3752711496746204,0.3779904306220096,0.5227765726681128,0.3779904306220096,0.7657266811279827,0.3779904306220096,0.8633405639913232,0.16267942583732056,0.5227765726681128,0.16267942583732056,0.7657266811279827,0.16267942583732056,0.9609544468546638,,,,,0.4832535885167464,0.0824295010845987,0.2679425837320574,0.0824295010845987,0
85,,,0.3707317073170732,0.2299349240780911,0.4780487804878049,0.2299349240780911,0.5853658536585366,0.4251626898047722,0.8048780487804879,0.4251626898047722,0.03902439024390244,0.2299349240780911,0.03902439024390244,0.3752711496746204,0.15121951219512195,0.3752711496746204,0.4780487804878049,0.5227765726681128,0.3707317073170732,0.7657266811279827,0.3707317073170732,0.8633405639913232,0.15121951219512195,0.5227765726681128,0.15121951219512195,0.7657266811279827,0.15121951219512195,0.9609544468546638,,,,,0.4780487804878049,0.0824295010845987,0.2585365853658537,0.0824295010845987,0
86,,,0.355,0.22943722943722944,0.465,0.22943722943722944,0.575,0.42424242424242425,0.8,0.42424242424242425,0.13,0.17965367965367965,0.015,0.3268398268398268,0.13,0.3744588744588744,0.465,0.5216450216450217,0.355,0.7164502164502164,0.24,0.8614718614718615,0.13,0.5216450216450217,0.13,0.7640692640692641,0.13,0.9588744588744588,,,,,0.465,0.08225108225108227,0.24,0.08225108225108227,0
